id,serial,field,old_value,new_value,changed_at,source,site
163,AME31LC000PVKUC0A27QL1305,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment - Repaired By PSU swap","2026-08-10 16:11:15.936+00","Mining Ops Admin",
164,AME31LC000PVL2C0A27QL1305,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment - Repaired By PSU swap","2026-08-10 16:11:15.936+00","Mining Ops Admin",
165,AME31LC000MRTJC0A26QC0103,bulk_edit,"Warehouse·For Diagnosis","Warehouse·For Repair - Out Of Warranty","2026-08-10 16:15:49.156+00","Mining Ops Admin",
166,AME31LC000MRW2C0A26QC0103,bulk_edit,"Warehouse·For Diagnosis","Warehouse·For Repair - Out Of Warranty","2026-08-10 16:15:49.156+00","Mining Ops Admin",
167,AME31LC000MTPGC0A26QC0204,bulk_edit,"Warehouse·For Diagnosis","Warehouse·For Repair - Out Of Warranty","2026-08-10 16:15:49.156+00","Mining Ops Admin",
168,AME31LC000P35MC0A26QG1901,bulk_edit,"Warehouse·For Diagnosis","Warehouse·For Repair - Out Of Warranty","2026-08-10 16:15:49.156+00","Mining Ops Admin",
169,AME31LC000P39DC0A26QG2001,bulk_edit,"Warehouse·For Diagnosis","Warehouse·For Repair - Out Of Warranty","2026-08-10 16:15:49.156+00","Mining Ops Admin",
170,AME31LC000P3A1C0A26QG2001,bulk_edit,"Warehouse·For Diagnosis","Warehouse·For Repair - Out Of Warranty","2026-08-10 16:15:49.156+00","Mining Ops Admin",
171,AME31LC000P3DUC0A26QG2001,bulk_edit,"Warehouse·For Diagnosis","Warehouse·For Repair - Out Of Warranty","2026-08-10 16:15:49.156+00","Mining Ops Admin",
172,"BULK ADD",bulk_add,"","14 saved, 0 failed","2026-08-11 05:03:06.569+00","Mining Ops Admin",
173,"BULK ADD",bulk_add,"","14 saved, 0 failed","2026-08-11 05:03:48.007+00","Mining Ops Admin",
174,"BULK ADD",bulk_add,"","14 saved, 0 failed","2026-08-11 05:17:44.246+00","Mining Ops Admin",
175,"BULK ADD",bulk_add,"","4 saved, 0 failed","2026-08-11 05:41:16.432+00","Mining Ops Admin",
176,"BULK ADD",bulk_add,"","18 saved, 0 failed","2026-08-11 05:47:35.063+00","Mining Ops Admin",
177,"BULK ADD",bulk_add,"","18 saved, 0 failed","2026-08-11 05:56:52.39+00","Mining Ops Admin",
178,AME31LC000MZ28C0A26QC1902,bulk_edit,24.10.7·Mining,24.10.9·Mining,"2026-08-11 07:45:55.588+00","Mining Ops Admin",
179,AME31LC000MRX6C0A26QC0103,bulk_edit,24.10.9·Mining,24.10.7·Mining,"2026-08-11 07:48:36.163+00","Mining Ops Admin",
180,JYZZEAABCJFBH0Z0C,swap,18.3.13·Mining,"Warehouse · For Diagnosis","2026-08-11 07:53:06.3+00","Mining Ops Admin",
181,JYZZEABBCJFBH0Y7A,swap,"Warehouse·Ready For Deployment - Consolidated",18.3.13·Mining,"2026-08-11 07:53:06.3+00","Mining Ops Admin",
182,AME31LC000MZ28C0A26QC1902,swap,24.10.9·Mining,"Warehouse · For Diagnosis","2026-08-11 07:53:06.3+00","Mining Ops Admin",
183,AME31LC000P253C0A26QG1801,swap,"Warehouse·Ready For Deployment - Repaired By PSU swap",24.10.9·Mining,"2026-08-11 07:53:06.3+00","Mining Ops Admin",
184,AME31LC000MKTJC2A26QA2404,swap,22.10.1·Mining,"Warehouse · For Diagnosis","2026-08-11 07:53:06.3+00","Mining Ops Admin",
185,AME31LC000MQWUC0A26QA2904,swap,"Warehouse·Ready For Deployment - Repaired By PSU swap",22.10.1·Mining,"2026-08-11 07:53:06.3+00","Mining Ops Admin",
186,PS1A0608000049230816000937,latest_status,"Ready for Deployment","For epair","2026-08-11 10:18:41.2+00","Mining Ops Admin",
187,PS1A0608000049230816000937,latest_status,"For epair","For Repair","2026-08-11 10:18:57.519+00","Mining Ops Admin",
188,"BULK ADD",bulk_add,"","8 saved, 0 failed","2026-08-11 10:48:01.935+00","Mining Ops Admin",
189,KLKT323BCJFJB0379,location,Antminer,Warehouse,"2026-08-11 10:48:55.975+00","Mining Ops Admin",
190,KLKT323BCJFJB0379,latest_status,Warehouse,Faulty,"2026-08-11 10:48:55.975+00","Mining Ops Admin",
191,AME31LC000P3HJC0A26QG2001,swap,21.5.12·Mining,"Warehouse · For Diagnosis","2026-08-12 02:53:46.561+00","Mining Ops Admin",
192,AME31LC000P35PC0A26QG1901,swap,"Warehouse·Ready For Deployment - Repaired By PSU swap",21.5.12·Mining,"2026-08-12 02:53:46.561+00","Mining Ops Admin",
193,JYZZEABBCJEBB0AAF,swap,10.7.10·Mining,"Warehouse · For Diagnosis","2026-08-12 02:55:47.627+00","Mining Ops Admin",
194,JYZZEAABCJFBH0ZT8,swap,"Warehouse·Ready For Deployment - Consolidated",10.7.10·Mining,"2026-08-12 02:55:47.627+00","Mining Ops Admin",
195,PIEMFEABDAAAD01VX,location,101.3.5,Warehouse,"2026-08-13 02:43:01.495+00","Mining Ops Admin",
196,PIEMFEABDAAAD01VX,latest_status,Mining,"For Diagnosis","2026-08-13 02:43:01.495+00","Mining Ops Admin",
197,PIEMFECBDAAAD01VF,location,105.9.14,Warehouse,"2026-08-13 02:43:01.495+00","Mining Ops Admin",
198,PIEMFECBDAAAD01VF,latest_status,Mining,"For Diagnosis","2026-08-13 02:43:01.495+00","Mining Ops Admin",
199,"BULK ADD",bulk_add,"","2 saved, 0 failed","2026-08-13 02:43:01.75+00","Mining Ops Admin",
200,AME31LC000P37CC0A26QG2001,swap,18.9.16·Mining,"Warehouse · For Diagnosis","2026-08-13 02:45:40.073+00","Mining Ops Admin",
201,AME31LC000P257C0A26QG1801,swap,"Warehouse·Ready For Deployment - Repaired By PSU swap",18.9.16·Mining,"2026-08-13 02:45:40.073+00","Mining Ops Admin",
202,AME31LC000MM79C0A26QA2604,swap,24.4.13·Mining,"Warehouse · For Diagnosis","2026-08-13 02:45:40.073+00","Mining Ops Admin",
203,AME31LC000MKVJC2A26QA2404,swap,"Warehouse·Ready For Deployment - Repaired By PSU swap",24.4.13·Mining,"2026-08-13 02:45:40.073+00","Mining Ops Admin",
204,OLTT329BCJEAG5083,bulk_edit,"Warehouse·For Diagnosis",Warehouse·Faulty,"2026-08-13 03:22:21.584+00","Mining Ops Admin",
205,PCGPW1212154E9657,bulk_edit,10.7.2.7·Deployed,10.7.2.7·Faulty,"2026-08-13 03:22:21.584+00","Mining Ops Admin",
206,PCGPW1212154E9766,bulk_edit,"Warehouse·For Diagnosis",Warehouse·Faulty,"2026-08-13 03:22:21.584+00","Mining Ops Admin",
207,PCGPW1212154E9657,bulk_edit,10.7.2.7·Faulty,Warehouse·Faulty,"2026-08-13 03:22:43.77+00","Mining Ops Admin",
208,DGAH323BCJGJD0894,bulk_edit,"Warehouse·Ready for Deployment","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
209,KLKT323BCJFJB0302,bulk_edit,Warehouse·Faulty,"Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
210,KLKT323BCJGBE1731,bulk_edit,Warehouse·Faulty,"Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
211,KLKT329BCJGAI1754,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
212,KLKT329BCJGAI2469,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
213,KLKT329BCJGAI3059,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
214,OLTT323BCJGAJ3182,bulk_edit,"Warehouse·Ready for Deployment","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
215,OLTT329BCJFJA4373,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
216,OLTT329BCJGBJ1666,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
217,PCGPW1212154E3861,bulk_edit,10.26.2.15·Deployed,"10.26.2.15·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
218,PCGPW1212154E4000,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
219,PCGPW1212154E4002,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
220,PCGPW1212154E5072,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
221,PCGPW1212154E8207,bulk_edit,Warehouse·Faulty,"Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
222,PCGPW1212154E8828,bulk_edit,10.19.12.5·Deployed,"10.19.12.5·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
223,PCGPW1212154E9880,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready for Deployment","2026-08-13 03:23:26.404+00","Mining Ops Admin",
224,PCGPW1212154E3861,bulk_edit,"10.26.2.15·Ready for Deployment","Warehouse·Ready for Deployment","2026-08-13 03:23:46.354+00","Mining Ops Admin",
225,PCGPW1212154E8828,bulk_edit,"10.19.12.5·Ready for Deployment","Warehouse·Ready for Deployment","2026-08-13 03:23:46.354+00","Mining Ops Admin",
226,PCGPW1212154E4004,bulk_edit,Antminer·10.1.11.6,10.1.11.6·Deployed,"2026-08-13 03:25:02.001+00","Mining Ops Admin",
227,PCGPW1212154E5229,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment","2026-08-13 03:27:27.621+00","Mining Ops Admin",
228,PCGPW1212154E8125,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment","2026-08-13 03:27:27.621+00","Mining Ops Admin",
229,PCGPW1212154E3750,bulk_edit,"Warehouse·For Diagnosis",Warehouse·Faulty,"2026-08-13 03:27:55.135+00","Mining Ops Admin",
230,YNAHEAABCJABD043C,location,Warehouse,20.3.1,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
231,YNAHEAABCJABD043C,latest_status,"Ready For Deployment - Repaired By Masdar Team",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
232,JYZZEAABCJFBH01WA,location,Warehouse,20.3.2,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
233,JYZZEAABCJFBH01WA,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
234,JYZZEAABCJEBB0GVT,location,Warehouse,20.3.3,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
235,JYZZEAABCJEBB0GVT,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
236,JYZZEAABCJFBH0C8C,location,Warehouse,20.3.4,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
237,JYZZEAABCJFBH0C8C,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
238,JYZZEAABCJFBH0D6Y,location,Warehouse,20.3.5,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
239,JYZZEAABCJFBH0D6Y,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
240,JYZZEAABCJFBH0FB1,location,Warehouse,20.3.6,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
241,JYZZEAABCJFBH0FB1,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
242,JYZZEAABCJHJH05PP,location,Warehouse,20.3.7,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
243,JYZZEAABCJHJH05PP,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
244,JYZZEAABCJEBB0N3K,location,Warehouse,20.3.8,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
245,JYZZEAABCJEBB0N3K,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
246,YNAHEAABCJGAG06VY,location,Warehouse,20.3.9,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
247,YNAHEAABCJGAG06VY,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
248,JYZZEAABCJFBH0D8V,location,Warehouse,20.3.10,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
249,JYZZEAABCJFBH0D8V,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
250,JYZZEAABCJFBH0CMR,location,Warehouse,20.3.11,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
251,JYZZEAABCJFBH0CMR,latest_status,"Ready For Deployment - Consolidated",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
252,JYZZEAABCJHJH05KL,location,Warehouse,20.3.12,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
253,JYZZEAABCJHJH05KL,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
254,YNAHEAABCJFBJ0T7B,location,Warehouse,20.3.13,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
255,YNAHEAABCJFBJ0T7B,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
256,JYZZEAABCJEBB0F84,location,Warehouse,20.3.14,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
257,JYZZEAABCJEBB0F84,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
258,JYZZEAABCJFBH0004,location,Warehouse,20.3.15,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
259,JYZZEAABCJFBH0004,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
260,JYZZEAABCJEBB0JZE,location,Warehouse,20.3.16,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
261,JYZZEAABCJEBB0JZE,latest_status,"Ready For Deployment",Mining,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
262,AME31LC000MKVMC2A26QA2404,location,20.3.13,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
263,AME31LC000MKVMC2A26QA2404,latest_status,Mining,"For Diagnosis","2026-08-13 11:52:02.289+00","Mining Ops Admin",
264,AME31LC000MRT6C0A26QC0103,location,20.3.12,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
265,AME31LC000MRT6C0A26QC0103,latest_status,Mining,"For Diagnosis","2026-08-13 11:52:02.289+00","Mining Ops Admin",
266,AME31LC000MZ23C0A26QC1902,location,20.3.10,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
267,AME31LC000MZ23C0A26QC1902,latest_status,Mining,"For Diagnosis","2026-08-13 11:52:02.289+00","Mining Ops Admin",
268,AME31LC000MKVGC2A26QA2404,location,20.3.11,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
269,AME31LC000MKVGC2A26QA2404,latest_status,Mining,"For Diagnosis","2026-08-13 11:52:02.289+00","Mining Ops Admin",
270,AME31LC000MQVPC0A26QA2904,location,20.3.2,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
271,AME31LC000MQVPC0A26QA2904,latest_status,Mining,"For Diagnosis","2026-08-13 11:52:02.289+00","Mining Ops Admin",
272,AME31LC000P2YYC0A26QG1901,location,20.3.8,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
273,AME31LC000P2YYC0A26QG1901,latest_status,Mining,"For Diagnosis","2026-08-13 11:52:02.289+00","Mining Ops Admin",
274,AME31LC000P4EYC0A26QG2101,location,20.3.4,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
275,AME31LC000P4EYC0A26QG2101,latest_status,Mining,"For Diagnosis","2026-08-13 11:52:02.289+00","Mining Ops Admin",
276,AME31LC000MZ10C0A26QC1902,location,20.3.1,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
277,AME31LC000MZ10C0A26QC1902,latest_status,Mining,"Ready For Deployment","2026-08-13 11:52:02.289+00","Mining Ops Admin",
278,AME31LC000MM95C0A26QA2604,location,20.3.9,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
279,AME31LC000MM95C0A26QA2604,latest_status,Mining,"Ready For Deployment","2026-08-13 11:52:02.289+00","Mining Ops Admin",
280,AME31LC000LCYTC2A26SU2301,location,20.3.16,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
281,AME31LC000LCYTC2A26SU2301,latest_status,Mining,"Ready For Deployment","2026-08-13 11:52:02.289+00","Mining Ops Admin",
282,AME31LC000P31RC0A26QG1901,location,20.3.15,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
283,AME31LC000P31RC0A26QG1901,latest_status,Mining,"Ready For Deployment","2026-08-13 11:52:02.289+00","Mining Ops Admin",
284,AME31LC000P1QCC0A26QG1605,location,20.3.6,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
285,AME31LC000P1QCC0A26QG1605,latest_status,Mining,"Ready For Deployment","2026-08-13 11:52:02.289+00","Mining Ops Admin",
286,AME31LC000MRW7C0A26QC0103,location,20.3.3,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
287,AME31LC000MRW7C0A26QC0103,latest_status,Mining,"Ready For Deployment","2026-08-13 11:52:02.289+00","Mining Ops Admin",
288,AME31LC000MRUNC0A26QC0103,location,20.3.14,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
289,AME31LC000MRUNC0A26QC0103,latest_status,Mining,"Ready For Deployment","2026-08-13 11:52:02.289+00","Mining Ops Admin",
290,AME31LC000MQXEC0A26QA2904,location,20.3.7,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
291,AME31LC000MQXEC0A26QA2904,latest_status,Mining,"Ready For Deployment","2026-08-13 11:52:02.289+00","Mining Ops Admin",
292,AME31LC000MZ2JC0A26QC1902,location,20.3.5,Warehouse,"2026-08-13 11:52:02.289+00","Mining Ops Admin",
293,AME31LC000MZ2JC0A26QC1902,latest_status,Mining,"Ready For Deployment","2026-08-13 11:52:02.289+00","Mining Ops Admin",
294,"BULK ADD",bulk_add,"","32 saved, 0 failed","2026-08-13 11:52:02.705+00","Mining Ops Admin",
295,AME31LC000MKVGC2A26QA2404,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment - Repaired By PSU swap","2026-08-13 19:10:50.968+00","Mining Ops Admin",
296,AME31LC000MKVMC2A26QA2404,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment - Repaired By PSU swap","2026-08-13 19:10:50.968+00","Mining Ops Admin",
297,AME31LC000MQVPC0A26QA2904,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment - Repaired By PSU swap","2026-08-13 19:10:50.968+00","Mining Ops Admin",
298,AME31LC000MRT6C0A26QC0103,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment - Repaired By PSU swap","2026-08-13 19:10:50.968+00","Mining Ops Admin",
299,AME31LC000MZ23C0A26QC1902,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment - Repaired By PSU swap","2026-08-13 19:10:50.968+00","Mining Ops Admin",
300,AME31LC000P2YYC0A26QG1901,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment - Repaired By PSU swap","2026-08-13 19:10:50.968+00","Mining Ops Admin",
301,AME31LC000P4EYC0A26QG2101,bulk_edit,"Warehouse·For Diagnosis","Warehouse·Ready For Deployment - Repaired By PSU swap","2026-08-13 19:10:50.968+00","Mining Ops Admin",
302,PS1A0608000057241126001324,location,"",Warehouse,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
303,PS1A0608000057241126001324,latest_status,"","For Repair","2026-08-13 19:13:18.394+00","Mining Ops Admin",
304,PS1A0608000049240125001512,location,"",Warehouse,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
305,PS1A0608000049240125001512,latest_status,"","For Repair","2026-08-13 19:13:18.394+00","Mining Ops Admin",
306,PS1A0608000049230816000550,location,"",Warehouse,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
307,PS1A0608000049230816000550,latest_status,"","For Repair","2026-08-13 19:13:18.394+00","Mining Ops Admin",
308,PS1A0608000049230816000503,location,"",Warehouse,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
309,PS1A0608000049230816000503,latest_status,"","For Repair","2026-08-13 19:13:18.394+00","Mining Ops Admin",
310,PS1A0608000049230816000050,location,"",Warehouse,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
311,PS1A0608000049230816000050,latest_status,"","For Repair","2026-08-13 19:13:18.394+00","Mining Ops Admin",
312,PS1A0608000049240125000974,location,"",Warehouse,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
313,PS1A0608000049240125000974,latest_status,"","For Repair","2026-08-13 19:13:18.394+00","Mining Ops Admin",
314,PS1A0608000049230816000823,location,"",Warehouse,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
315,PS1A0608000049230816000823,latest_status,"","For Repair","2026-08-13 19:13:18.394+00","Mining Ops Admin",
316,PS1A0608000049230816000965,location,Warehouse,"Inside Miner","2026-08-13 19:13:18.394+00","Mining Ops Admin",
317,PS1A0608000049230816000965,latest_status,"Ready for Deployment",AME31LC000P4EYC0A26QG2101,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
318,PS1A0608000049240125000651,location,Warehouse,"Inside Miner","2026-08-13 19:13:18.394+00","Mining Ops Admin",
319,PS1A0608000049240125000651,latest_status,"Ready for Deployment",AME31LC000P2YYC0A26QG1901,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
320,PS1A0608000049230816000632,location,Warehouse,"Inside Miner","2026-08-13 19:13:18.394+00","Mining Ops Admin",
321,PS1A0608000049230816000632,latest_status,"Ready for Deployment",AME31LC000MQVPC0A26QA2904,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
322,PS1A0608000049240420000226,location,Warehouse,"Inside Miner","2026-08-13 19:13:18.394+00","Mining Ops Admin",
323,PS1A0608000049240420000226,latest_status,"Ready for Deployment",AME31LC000MKVGC2A26QA2404,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
324,PS1A0608000049240125000566,location,Warehouse,"Inside Miner","2026-08-13 19:13:18.394+00","Mining Ops Admin",
325,PS1A0608000049240125000566,latest_status,"Ready for Deployment",AME31LC000MKVMC2A26QA2404,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
326,ps1a0608000049230816000537,location,"","Inside Miner","2026-08-13 19:13:18.394+00","Mining Ops Admin",
327,ps1a0608000049230816000537,latest_status,"",AME31LC000MZ23C0A26QC1902,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
328,ps1a0608000049230712000153,location,"","Inside Miner","2026-08-13 19:13:18.394+00","Mining Ops Admin",
329,ps1a0608000049230712000153,latest_status,"",AME31LC000MRT6C0A26QC0103,"2026-08-13 19:13:18.394+00","Mining Ops Admin",
330,"BULK ADD",bulk_add,"","14 saved, 0 failed","2026-08-13 19:13:18.628+00","Mining Ops Admin",
331,PS1A0608000049230712000153,location,Warehouse,"Inside Miner","2026-08-13 19:21:00+00","Mining Ops Admin",
332,PS1A0608000049230712000153,latest_status,"Ready for Deployment",AME31LC000MRT6C0A26QC0103,"2026-08-13 19:21:00+00","Mining Ops Admin",
333,PS1A0608000049230816000537,location,Warehouse,"Inside Miner","2026-08-13 19:21:00+00","Mining Ops Admin",
